ID;Link;Name;Type;Stage Parking lot days;Stage Ready for delivery days;Stage Delivery days;Stage Discovery days;Stage New days;Stage ALIGN days;Stage DISCOVER days;Stage CAPTURE days;Stage ROLL OUT days;Stage DELIVER days;Stage Done days;Stage ABANDONED days;Stage Accepted days;Stage discover days;Stage Declined days;Stage Planned days;Stage in progress days;Stage Rolout days;Stage align days;Stage deliver days;Stage capture days;Stage abandoned days;Stage roll out days;Stage Backlog days;Stage In Progress days;Stage Impact days;Stage Acceptance days;Stage Deliver days;Stage In design days;Stage Align days;Stage Discover days;Stage To Do days;Stage In test days;Stage In review days;Stage Release to PROD days;Stage In Design days;Stage Ready for Estimation days;Stage Blocked days;Stage Selected for Development days;Stage Cancelled days;Stage In Acceptance days;Stage In Refinement days;Stage Canceled days;Stage Ready for Development days;Stage Development finished days;Stage READY TO TEST days;Stage Testing in progress days;Stage Testing finished days;Stage Refinement days;Stage Solutioning days;Stage In construction days;Stage dev Finished days;Stage Not Started days;Stage Capture days;Stage Roll Out days;Stage Tech Design days;Stage NEW days;Stage Parking lot start;Stage Ready for delivery start;Stage Delivery start;Stage Discovery start;Stage New start;Stage ALIGN start;Stage DISCOVER start;Stage CAPTURE start;Stage ROLL OUT start;Stage DELIVER start;Stage Done start;Stage ABANDONED start;Stage Accepted start;Stage discover start;Stage Declined start;Stage Planned start;Stage in progress start;Stage Rolout start;Stage align start;Stage deliver start;Stage capture start;Stage abandoned start;Stage roll out start;Stage Backlog start;Stage In Progress start;Stage Impact start;Stage Acceptance start;Stage Deliver start;Stage In design start;Stage Align start;Stage Discover start;Stage To Do start;Stage In test start;Stage In review start;Stage Release to PROD start;Stage In Design start;Stage Ready for Estimation start;Stage Blocked start;Stage Selected for Development start;Stage Cancelled start;Stage In Acceptance start;Stage In Refinement start;Stage Canceled start;Stage Ready for Development start;Stage Development finished start;Stage READY TO TEST start;Stage Testing in progress start;Stage Testing finished start;Stage Refinement start;Stage Solutioning start;Stage In construction start;Stage dev Finished start;Stage Not Started start;Stage Capture start;Stage Roll Out start;Stage Tech Design start;Stage NEW start;Stage Parking lot recurrence;Stage Ready for delivery recurrence;Stage Delivery recurrence;Stage Discovery recurrence;Stage New recurrence;Stage ALIGN recurrence;Stage DISCOVER recurrence;Stage CAPTURE recurrence;Stage ROLL OUT recurrence;Stage DELIVER recurrence;Stage Done recurrence;Stage ABANDONED recurrence;Stage Accepted recurrence;Stage discover recurrence;Stage Declined recurrence;Stage Planned recurrence;Stage in progress recurrence;Stage Rolout recurrence;Stage align recurrence;Stage deliver recurrence;Stage capture recurrence;Stage abandoned recurrence;Stage roll out recurrence;Stage Backlog recurrence;Stage In Progress recurrence;Stage Impact recurrence;Stage Acceptance recurrence;Stage Deliver recurrence;Stage In design recurrence;Stage Align recurrence;Stage Discover recurrence;Stage To Do recurrence;Stage In test recurrence;Stage In review recurrence;Stage Release to PROD recurrence;Stage In Design recurrence;Stage Ready for Estimation recurrence;Stage Blocked recurrence;Stage Selected for Development recurrence;Stage Cancelled recurrence;Stage In Acceptance recurrence;Stage In Refinement recurrence;Stage Canceled recurrence;Stage Ready for Development recurrence;Stage Development finished recurrence;Stage READY TO TEST recurrence;Stage Testing in progress recurrence;Stage Testing finished recurrence;Stage Refinement recurrence;Stage Solutioning recurrence;Stage In construction recurrence;Stage dev Finished recurrence;Stage Not Started recurrence;Stage Capture recurrence;Stage Roll Out recurrence;Stage Tech Design recurrence;Stage NEW recurrence;Project name;Project key;Stage;Stage category;Priority;Labels;Components;CreatedDate;Version;Version release;Parent key;Parent name;Parent type;Parent status;Assignee name;LinksToOutwardKey;LinksToInwardKey;Timeoriginalestimate;Timeestimate;Timespent;AggreagateTimeoriginalestimate;AggreagateTimeestimate;AggreagateTimespent;Workratio;Sprints;Story points;Worklog seconds;Epic account;Epic team;Epic phase key;Initiative key;Initiative name;Initiative type;Initiative quarter;Initiative quarter start end date;Initiative domain;Initiative prio;Initiative townsquare;Initiative dependent on;Team Name;Level Name;Is Completed;Completed Start Date;Completed Year Month;Completed Year Quarter;Now Date;All Analysis Days;All Waiting for Development Days;All Development Days;All Development Days Round Up;All Development Days Round Up to 50;All Waiting for Deployment Days;All Deployment Days;All Cycle Time Days;All Cycle Time Days Round Up;All Cycle Time Days Round Up to 50;Is in Development;Is in Development or Completed;Epic quarter
DEMO01-68;;Build user preferences #25;Epic;;;;;;;;;;;375.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-02-26 19:56:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO01;Done;Done;Major;;;2025-02-26T20:56:00.000+0100;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;-1;;;0;;;;;;;;;;;;;POM;L2 - Epics;Y;2025-02-26 19:56:00;2025-02;2025-Q1;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;Y;
DEMO01-69;;Implement search indexing #25;Epic;;;;;;;;;;;375.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-02-26 19:57:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO01;Done;Done;Major;;;2025-02-26T20:57:00.000+0100;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;-1;;;0;;;;;;;;;;;;;POM;L2 - Epics;Y;2025-02-26 19:57:00;2025-02;2025-Q1;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;Y;
DEMO01-70;;Add export functionality #25;Epic;;;;;;;;;;;375.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-02-26 19:58:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO01;Done;Done;Major;;;2025-02-26T20:58:00.000+0100;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;-1;;;0;;;;;;;;;;;;;POM;L2 - Epics;Y;2025-02-26 19:58:00;2025-02;2025-Q1;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;Y;
DEMO01-71;;Build onboarding wizard #25;Epic;;;;;;;;;;;;;;;;;;;;;;;;;375.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-02-26 19:59:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO01;In Progress;In Progress;Major;;;2025-02-26T20:59:00.000+0100;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;-1;;;0;;;;;;;;;;;;;POM;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;375.0;375.0;50.0;;;375.0;375.0;50.0;Y;Y;
DEMO01-72;;Implement role-based access #25;Epic;;;;;;;;;;;375.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-02-26 19:59:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO01;Done;Done;Major;;;2025-02-26T20:59:00.000+0100;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;-1;;;0;;;;;;;;;;;;;POM;L2 - Epics;Y;2025-02-26 19:59:00;2025-02;2025-Q1;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;Y;
DEMO01-73;;Add bulk operations #25;Epic;;;;;;;;;;;;;;;;;;;;;;;;375.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-02-26 20:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO01;Backlog;To Do;Major;;;2025-02-26T21:00:00.000+0100;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;-1;;;0;;;;;;;;;;;;;POM;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO01-74;;Build integration tests #25;Epic;;;;;;;;;;;;;;;;;;;;;;;;375.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-02-26 20:01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO01;Backlog;To Do;Major;;;2025-02-26T21:01:00.000+0100;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;-1;;;0;;;;;;;;;;;;;POM;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO01-75;;Implement data validation #25;Epic;;;;;;;;;;;375.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-02-26 20:01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO01;Done;Done;Major;;;2025-02-26T21:01:00.000+0100;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;-1;;;0;;;;;;;;;;;;;POM;L2 - Epics;Y;2025-02-26 20:01:00;2025-02;2025-Q1;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;Y;
DEMO01-76;;Add error tracking #25;Epic;;;;;;;;;;;375.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-02-26 20:02:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO01;Done;Done;Major;;;2025-02-26T21:02:00.000+0100;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;-1;;;0;;;;;;;;;;;;;POM;L2 - Epics;Y;2025-02-26 20:02:00;2025-02;2025-Q1;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;Y;
DEMO01-77;;Build health check endpoints #25;Epic;;;;;;;;;;;375.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-02-26 20:12:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO01;Done;Done;Major;;;2025-02-26T21:12:00.000+0100;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;-1;;;0;;;;;;;;;;;;;POM;L2 - Epics;Y;2025-02-26 20:12:00;2025-02;2025-Q1;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;Y;
DEMO01-78;;Implement retry logic #25;Epic;;;;;;;;;;;375.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-02-26 20:15:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO01;Done;Done;Major;;;2025-02-26T21:15:00.000+0100;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;-1;;;0;;;;;;;;;;;;;POM;L2 - Epics;Y;2025-02-26 20:15:00;2025-02;2025-Q1;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;Y;
DEMO01-79;;Add pagination support #25;Epic;;;;;;;;;;;;;;;;;;;;;;;;;375.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-02-26 20:26:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO01;In Progress;In Progress;Major;;;2025-02-26T21:26:00.000+0100;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;-1;;;0;;;;;;;;;;;;;POM;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;375.0;375.0;50.0;;;375.0;375.0;50.0;Y;Y;
DEMO01-80;;Build config management #25;Epic;;;;;;;;;;;;;;;;;;;;;;;;375.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-02-26 20:26:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO01;Backlog;To Do;Major;;;2025-02-26T21:26:00.000+0100;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;-1;;;0;;;;;;;;;;;;;POM;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO01-81;;Implement feature toggles #25;Epic;;;;;;;;;;;;;;;;;;;;;;;;;375.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-02-26 20:31:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO01;In Progress;In Progress;Major;;;2025-02-26T21:31:00.000+0100;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;-1;;;0;;;;;;;;;;;;;POM;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;375.0;375.0;50.0;;;375.0;375.0;50.0;Y;Y;
DEMO01-82;;Add localization support #25;Epic;;;;;;;;;;;;;;;;;;;;;;;;;374.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-02-26 20:36:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO01;In Progress;In Progress;Major;;;2025-02-26T21:36:00.000+0100;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;-1;;;0;;;;;;;;;;;;;POM;L2 - Epics;N;;;;2026-03-08T20:56:22.373+01:00;;;374.9;375.0;50.0;;;374.9;375.0;50.0;Y;Y;
